Key,Value
1,0.004144685041322285
2,0.0011940855983721343
3,0.0037614701760091823
4,0.0040967529868917866
5,0.0024229854684792848
6,0.0033201288300776454
7,0.00420220791789727
8,0.0023704255514737614
9,0.0037266352235567498
10,0.0039327061029628355
11,0.0038395672278764663
12,0.0026476481620693855
13,0.0041302012738135465
14,0.0041334557823487815
15,0.00371189009048637
16,0.0038722199692383637
17,0.004170700733199577
18,0.0039664779013369065
19,0.0037016818994194405
20,0.003947411725396841
21,0.003984111722883664
22,0.0040042364720849965
23,0.00374515303199382
24,0.0038098434349990917
25,0.004106131210296056
26,0.003866750465953237
27,0.0026397161384824224
28,0.003917754805161282
29,0.003791542277129335
30,0.0022572528887985248
31,0.00347295818344055
32,0.0038135119895575114
33,0.004251949906681114
34,0.0036543201703006724
35,0.004039679666759374
36,0.004169497808301138
37,0.0042453694420987185
38,0.003649135296927015
39,0.004083810574249103
40,0.004006248903007494
41,0.004094288907942645
42,0.0041121028960934055
43,0.003916051759559453
44,0.0028655979670784027
45,0.0040418971910708805
46,0.0032554070064129796
47,0.003857829281908732
48,0.004219986686771254
49,0.004148319982069956
50,0.004160283170152915
51,0.0037838877510121436
52,0.0038125365607406952
53,0.003825404089857948
54,0.0034164648364595714
55,0.0041056129556783704
56,0.004004953513508704
57,0.003430119029466579
58,0.0031419293298921317
59,0.0027552047111740452
60,0.0036590729035402103
61,0.00421818373829639
62,0.003999413100795181
63,0.004001206393248241
64,0.0035699367127569556
65,0.004124803853072477
66,0.004075843424566817
67,0.003957421618308667
68,0.0042453694420987185
69,0.004037597260480688
70,0.00395824651527903
71,0.003981538495433132
72,0.004021035955634427
73,0.0036522252057515168
74,0.004046645633021176
75,0.004125072884935142
76,0.004123039326293746
77,0.004012161157559997
78,0.003885145601233732
79,0.004245369442098719
80,0.004187747612709578
81,0.003813956511520207
82,0.004140628851774343
83,0.003949673225555717
84,0.002636896949165742
85,0.0040928137983171345
86,0.0038696579468294645
87,0.004215074902052098
88,0.004048648178784965
89,0.0042119286129324
90,0.0041829817899701515
91,0.004075471935848519
92,0.004022073246414876
93,0.003743837579275367
94,0.0038280713328818243
95,0.004273095412511757
96,0.003311918526874842
97,0.004168057731026131
98,0.0036984809261478304
99,0.0011828859743977644
100,0.004170452550010923
101,0.0036285486750073197
102,0.003993013198727157
103,0.0005678591712649377
104,0.0005816431377430136
105,0.0009269770561323589
106,0.004012670194245726
107,0.004192800982968925
108,0.003933305908374312
109,0.0028827396684414745
110,0.0007348015453633999
111,0.0023681573385998314
112,0.004162597680434731
113,0.004138420065081129
114,0.004155157096335915
115,0.003519427909948532
116,0.00399799632710723
117,0.003946878131598042
118,0.0033104074891828483
119,0.003915555444679141
120,0.0028651743974106975
121,0.0039258180626509384
122,0.003683329389486629
123,0.0039753660056100985
124,0.003896594629632984
125,0.0040168747638212095
126,0.003916955810074603
127,0.003841221831435206
128,0.0029661286325033745
129,0.004113826445484331
130,0.00397668435480783
131,0.0038242438735871446
132,0.004218183738296391
133,0.004004729889520602
134,0.003885286106042265
135,0.00392071592768626
136,0.003764915282519718
137,0.004130596812825179
138,0.004178519426571129
139,0.0037729306757129325
140,0.004156248186771695
141,0.004142694483221907
142,0.004155796086167826
143,0.004076274546285057
144,0.004106436502927524
145,0.004160259178645032
146,0.003971438460443015
147,0.003825505465073966
148,0.004192638949478269
149,0.003877180824696005
150,0.003655897848814107
151,0.004056839348398684
152,0.003940763931810105
153,0.003364616455929773
154,0.0030450512549182844
155,0.004008997706367412
156,0.003542030187756056
157,0.0040082269982791765
158,0.004135760791707863
159,0.003911290705935298
160,0.003945854878596378
161,0.00416977612900931
162,0.004191978882670374
163,0.0041532096781601415
164,0.004660017219153648
165,0.003955696224951345
166,0.004026036337249879
167,0.0038703578468693932
168,0.004026392559359246
169,0.003919202065571943
170,0.004203374347335673
171,0.0038792387716409488
172,0.0030427407111678364
173,0.003929315476878705
174,0.0038456115829960448
175,0.003624796442142682
176,0.0028622396042616237
177,0.004001624525710195
178,0.003467572401886444
179,0.004032858375518403
180,0.003895940614240753
181,0.004216045636902539
182,0.0038011397006432134
183,0.003728125934123645
184,0.0027972658946598446
185,0.0038015519335038855
186,0.004171789352839911
187,0.003228231783020071
188,0.004154699635332144
189,0.004081446135324171
190,0.003777873067714332
191,0.0038803721989637626
192,0.0037412202306956162
193,0.0038847156211705178
194,0.003432199851427522
195,0.004064101993362973
196,0.003947456174361651
197,0.004028126092353001
198,0.004187839848318782
199,0.0007092328317131517
200,0.0036229150388495846
201,0.003725063867835845
202,0.0038094689991645305
203,0.0037490020046535674
204,0.002694444227224669
205,0.003913061984513138
206,0.00377226795018756
207,0.003148448664171067
208,0.0039010535298760946
209,0.004066035704519516
210,0.004050493721850504
211,0.004153649271466554
212,0.0038261141820164837
213,0.0039110115081233045
214,0.003343639789090872
215,0.00391876906545817
216,0.004071433899639276
217,0.0036892507858624565
218,0.003868255674625368
219,0.003830136095522238
220,0.003756223639350079
221,0.00379760701149468
222,0.0038704883692217387
223,0.004084404824802966
224,0.004021200826433113
225,0.004143700345092314
226,0.004088797306889617
227,0.003989133965641287
228,0.004168738850141939
229,0.004155796086167825
230,0.004267097161937967
231,0.00422517172673394
232,0.004129548522069982
233,0.004158506825437447
234,0.004171547127818848
235,0.0038745176852458584
236,0.004134119221264758
237,0.0042293272082735076
238,0.00405920259623523
239,0.004135879863640546
240,0.003293267464669674
241,0.003816701491062194
242,0.003782320582541239
243,0.003957433081075389
244,0.0040899161981443055
245,0.0033794962317986055
246,0.004219986686771256
247,0.0038306923573902868
248,0.0038129833927805766
249,0.004157500611828187
250,0.0038592810672649414
251,0.0032376200050011025
252,0.0038558048086740093
253,0.0026139008534744822
254,0.003936343877630077
255,0.004204064940634861
256,0.0041768792368325315
257,0.0038160765056538684
258,0.004075882757653428
259,0.0038790659654422913
260,0.00415213764702514
261,0.004161456350264542
262,0.004030695332041348
263,0.004155796086167828
264,0.0035693920725480576
265,0.004377637747150459
